person,bicycle,car,motorcycle,bus,truck
0.48479420683535,0.5152966438260611,0.7174203382188219,0.7602397120671305,0.409734194922433,0.4656390118168228
0.5092082852415334,0.521670470786699,0.7760559554242731,0.6354420703170038,0.4408865496310651,0.4845418141751123
0.5509295387120464,0.5635259826863688,0.7764554081372413,0.6168049789326698,0.4853439465324257,0.495030333632252
0.5608251414813664,0.5615214930829378,0.7832004984259273,0.6578803642168388,0.4517249202271983,0.5142286861994558
0.5658761500329488,0.580692194079234,0.7852614921646199,0.6878783498482047,0.4009737412975596,0.5363579701813409
0.5853273157013407,0.5874778833590109,0.7909399070634785,0.6992884525885861,0.4284592217456163,0.5446875236953826
0.589989040922013,0.6229954232061488,0.7882028060236853,0.7243255821802193,0.4357831884705064,0.5457060369807504
0.5963176922483003,0.63544454681503,0.7895466485159107,0.7010201307769692,0.4690520468045868,0.5568204695251644
0.6100102192044551,0.6109261611279266,0.7929091494800286,0.7326211721694937,0.4386689314971507,0.5692232329531808
0.6065154659592316,0.6286276341460098,0.7994356398852702,0.7242238943471794,0.4532745564394682,0.5645316246327646
